B01001_001E,B19013_001E,B19001_001E,B25003_003E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B03002_001E,B03002_003E,B03002_004E,B03002_006E,B03002_012E,B11001_001E,B11001_002E,B11001_007E,B15003_001E,B15003_016E,B15003_017E,B15003_018E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B20002_002E,B20002_003E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B17001_001E,B17001_002E,state,county,tract
3936,58279,1632,1503,132,157,92,318,3936,362,67,1248,1993,1632,831,801,2707,158,489,15,143,616,201,25,75,56710,34525,3162,2128,167,3936,2129,3936,682,36,081,023501
2673,75958,1191,1177,240,29,31,412,2673,446,0,492,1574,1191,590,601,2183,37,494,52,286,328,166,116,20,39978,28876,2407,1827,31,2669,1162,2673,457,36,081,023502
3443,80707,1048,828,53,59,132,139,3443,354,548,1350,1155,1048,640,408,2432,25,407,67,146,562,222,42,1,39826,43777,2907,1634,146,3418,1718,3427,650,36,081,023600
4691,62500,1524,1404,120,220,69,419,4691,70,414,1529,2494,1524,1129,395,3303,176,352,329,425,330,221,0,0,36236,35526,3842,2533,247,4691,2490,4691,1084,36,081,023800
7155,63333,2102,2044,95,133,309,628,7155,305,1133,1598,3807,2102,1401,701,4649,0,412,595,376,441,135,242,0,42005,21536,5861,4127,350,7151,3738,7132,1032,36,081,024000
5264,60243,2235,912,132,120,101,151,5264,1073,19,1305,2776,2235,1390,845,4041,147,1410,64,367,494,464,2,24,49821,36493,4305,2604,86,5264,2615,5251,236,36,081,024300
4997,66548,2166,1429,179,143,55,102,4997,1863,64,1692,1215,2166,1066,1100,3957,137,937,68,242,1024,330,87,8,60186,55162,4196,2582,240,4997,2357,4959,248,36,081,024500
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,081,024600
1416,60234,452,368,53,14,36,145,1416,158,54,913,258,452,268,184,1095,39,353,67,27,202,117,18,0,45000,24014,1235,813,47,1416,674,1416,332,36,081,024700
5424,77815,2144,1745,421,178,81,378,5424,1208,62,2133,1888,2144,1266,878,4251,45,1067,97,353,1218,219,41,47,36118,47102,4575,3141,41,5197,2432,5154,439,36,081,024900
6018,92929,2526,1503,33,165,113,306,6018,1791,32,1477,2594,2526,1424,1102,4835,79,1357,110,202,1169,638,108,16,63333,51289,5073,3197,107,6018,2947,5984,697,36,081,025100
3813,71371,1794,1528,204,207,173,313,3813,1076,40,1165,1453,1794,775,1019,3055,72,700,40,137,980,437,85,20,53735,63047,3407,2209,173,3813,1883,3813,388,36,081,025301
3184,64180,1210,1089,101,11,13,415,3184,520,7,856,1742,1210,696,514,2220,126,854,32,113,470,116,26,0,38682,33056,2535,1868,156,3184,1600,3184,612,36,081,025302
4230,84550,972,603,0,77,147,102,4230,5,2705,956,264,972,859,113,2728,122,477,431,178,449,56,0,0,27928,40096,3208,2339,513,4230,2265,4227,186,36,081,025401
5881,35952,2158,1781,272,77,140,633,5881,41,2682,1257,1124,2158,1488,670,3764,232,325,636,363,307,85,0,0,35057,21429,4373,2280,381,5881,2367,5812,1292,36,081,025402
1685,98714,496,363,68,25,43,47,1685,377,0,798,495,496,397,99,1166,27,283,32,52,301,187,17,9,63664,39756,1304,813,27,1685,789,1685,173,36,081,025500
1458,84561,559,286,16,17,20,71,1458,304,20,613,412,559,400,159,1139,10,338,47,78,232,115,11,6,55104,70536,1257,718,18,1458,812,1454,208,36,081,025700
2560,104698,560,213,41,0,26,69,2560,6,1563,672,148,560,516,44,1741,127,312,231,234,161,96,11,0,27208,52585,2073,1329,184,2560,1173,2560,347,36,081,025800
3109,72708,1356,1011,123,168,148,121,3109,568,22,1120,1356,1356,720,636,2714,79,775,61,201,698,242,40,0,50885,40774,2907,1928,93,3109,1563,3109,229,36,081,025900
2809,61202,725,534,64,27,130,127,2809,0,2125,411,185,725,545,180,1658,27,594,104,121,177,48,0,0,39364,23214,2168,1438,186,2809,1417,2809,307,36,081,026000
7466,81192,2397,2102,242,18,228,316,7466,691,22,3243,3353,2397,1641,756,5773,163,1324,171,798,1160,221,72,64,44802,30816,6321,4321,227,7466,3399,7427,435,36,081,026100
1684,80197,441,155,2,16,9,108,1684,0,825,501,259,441,380,61,1065,18,287,164,85,163,21,0,8,43438,34632,1216,718,96,1673,788,1666,305,36,081,026200
4953,86974,2180,1660,169,150,53,252,4953,567,88,3195,1037,2180,1219,961,3869,130,824,5,609,884,262,0,25,57217,52446,4200,3091,154,4953,2375,4953,427,36,081,026300
2570,82500,842,351,20,37,12,173,2570,24,1418,250,551,842,584,258,1752,14,327,170,124,301,93,7,0,39875,38143,1999,1238,31,2544,1275,2544,241,36,081,026400
2976,63520,1101,975,53,43,107,323,2976,726,113,1271,802,1101,642,459,2177,43,635,110,246,503,163,101,25,49702,35000,2419,1555,40,2976,1701,2976,494,36,081,026501
1354,71927,414,361,49,48,34,66,1354,31,8,470,800,414,260,154,882,21,431,17,25,210,37,8,7,39968,35691,987,733,6,1354,771,1331,67,36,081,026502
1963,65288,693,436,22,11,64,93,1963,29,1329,305,160,693,426,267,1576,37,446,100,113,160,54,5,9,53475,36630,1688,868,83,1963,948,1938,388,36,081,026600
4982,58077,2408,1948,92,65,113,884,4982,383,92,2540,1878,2408,1317,1091,4074,113,1093,55,269,1430,224,18,108,40573,34647,4549,3401,135,4977,2592,4977,534,36,081,026700
4714,63971,1484,1266,67,134,63,483,4714,143,0,1653,2841,1484,955,529,3187,127,565,154,309,616,207,66,0,40845,25925,3509,2327,173,4714,2297,4595,768,36,081,026901
4310,54111,1452,1048,48,45,276,241,4310,224,24,2004,1939,1452,864,588,3009,185,333,77,318,802,201,12,28,32907,26535,3450,2295,174,4289,2335,4289,704,36,081,026902
2026,115613,493,127,0,0,20,0,2026,271,783,225,352,493,459,34,1207,78,241,179,41,191,71,5,0,40571,55242,1637,1082,159,2026,1042,2013,58,36,081,027000
5428,54460,1834,1225,130,79,79,485,5428,152,0,2867,2199,1834,1101,733,3786,53,792,32,667,535,463,87,0,33216,35935,4194,2785,321,5428,2697,5401,791,36,081,027101
2726,69904,973,946,30,59,11,318,2726,161,25,311,2229,973,677,296,1967,35,655,187,84,150,127,0,0,36280,27365,2167,1505,37,2726,1426,2633,387,36,081,027102
1878,94464,571,157,0,0,20,26,1878,0,1199,277,301,571,467,104,1444,80,467,122,67,184,52,0,0,41382,38922,1676,1220,54,1870,926,1878,124,36,081,027200
3004,67266,861,688,57,0,75,275,3004,0,0,676,2328,861,758,103,1935,136,767,111,127,144,0,14,33,38561,19861,2505,1668,307,3004,1599,3004,1065,36,081,027301
4169,71818,1446,1146,243,136,97,355,4169,190,80,798,3037,1446,1055,391,2955,169,1108,59,117,373,66,76,3,48429,24005,3221,2262,97,4169,2657,4162,795,36,081,027302
2060,65000,670,79,0,7,14,16,2060,0,1405,249,312,670,459,211,1390,86,418,61,207,173,56,0,0,38707,36301,1603,1142,86,2045,930,2060,316,36,081,027400
7128,65993,2356,1287,23,0,107,443,7128,725,53,1732,4523,2356,1508,848,5484,175,1446,213,752,583,287,99,4,36209,36531,5984,3954,235,7128,4086,7006,1702,36,081,027500
1515,-666666666,398,173,0,0,59,70,1515,36,726,91,528,398,320,78,1024,17,336,75,72,55,14,0,0,57813,42031,1136,746,76,1515,664,1503,184,36,081,027600
3789,63667,1240,971,179,83,49,219,3789,103,20,416,3136,1240,861,379,2675,156,664,326,269,376,100,36,0,43031,48418,3084,2165,159,3789,1925,3789,335,36,081,027701
3292,58984,1505,594,57,51,39,193,3292,186,18,957,2086,1505,866,639,2586,106,510,153,312,573,276,8,25,53709,48275,2890,1784,74,3292,1605,3292,627,36,081,027702
2520,55365,890,548,87,11,12,166,2520,0,1833,6,573,890,694,196,1678,77,529,153,130,223,69,13,14,52804,34821,1986,997,107,2520,1107,2508,641,36,081,027800
8605,83614,2413,1829,141,20,345,478,8605,637,133,440,6644,2413,1943,470,6036,208,1617,166,179,916,344,100,0,42047,30640,6723,4579,467,8605,4777,8559,719,36,081,027900
1633,64803,565,242,39,21,0,70,1633,28,866,154,363,565,352,213,1055,37,297,30,107,141,32,15,0,46100,45333,1269,662,45,1633,737,1633,235,36,081,028000
6271,61699,2516,1551,150,121,69,511,6271,1477,65,825,3587,2516,1716,800,4818,230,928,128,248,1312,725,99,89,32180,42686,5230,3445,316,6271,2809,6271,973,36,081,028100
2022,80556,610,324,82,17,44,109,2022,59,1527,151,233,610,475,135,1192,4,253,147,117,118,71,0,0,47663,41500,1457,1021,100,2022,892,2003,54,36,081,028200
7443,83750,3289,2352,207,34,143,648,7443,1872,156,836,3936,3289,1767,1522,6014,171,883,255,534,1280,989,88,97,59711,45328,6452,4176,391,7443,3706,7443,819,36,081,028300
3581,87682,1143,553,56,0,11,204,3581,29,3189,15,216,1143,843,300,2597,169,803,88,285,217,201,30,0,41907,40563,2907,2123,233,3581,1896,3558,104,36,081,028400
5266,120758,2236,980,36,18,31,223,5266,2053,165,596,2049,2236,1291,945,4092,71,693,0,245,1123,752,73,295,52448,87440,4399,3241,193,5266,2773,5266,357,36,081,028500
6697,80250,3047,2113,59,69,181,585,6697,1872,92,1697,2748,3047,1548,1499,5406,332,1212,423,259,1258,439,308,186,63846,51040,5635,3704,267,6697,3251,6697,1377,36,081,028700
2648,87946,813,363,15,47,0,46,2648,27,2098,213,104,813,569,244,1647,39,529,134,141,115,106,12,0,54875,54623,2050,1259,323,2648,1180,2648,231,36,081,028801
2185,79519,631,187,46,0,34,47,2185,22,1327,264,488,631,385,246,1475,19,424,74,85,212,80,6,57,41467,37083,1628,939,81,2185,823,2185,243,36,081,028802
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,081,028803
4932,81644,1999,1448,38,74,85,516,4932,2210,0,1432,1030,1999,1143,856,3691,73,328,28,240,875,996,109,216,71174,59311,3891,2872,136,4932,2182,4932,463,36,081,028900
6487,64051,2493,1643,228,144,53,746,6487,879,67,3947,1480,2493,1839,654,5089,97,929,86,262,1468,405,126,37,38631,37500,5673,3286,534,6232,3288,6217,709,36,081,029100
1105,55714,406,292,65,18,83,22,1105,114,4,631,253,406,252,154,805,0,330,41,52,118,38,9,9,38250,73125,862,540,12,1105,527,1105,76,36,081,029300
8246,102472,2480,1063,417,21,24,205,8246,225,5546,24,1696,2480,1840,640,5342,103,986,653,468,429,331,36,76,50504,38477,5930,4218,215,8246,4040,8157,665,36,081,029400
3652,81014,1858,607,117,14,13,172,3652,1360,141,1190,699,1858,849,1009,2917,63,661,80,378,687,342,25,48,78254,46635,3159,2056,130,3652,1869,3644,221,36,081,029500
2450,107979,750,478,37,81,0,99,2450,480,4,749,1135,750,585,165,1699,19,696,52,79,314,170,40,19,45300,47000,1945,1378,78,2448,1238,2435,188,36,081,029700
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,081,029900
5436,99158,1435,456,55,32,39,61,5436,100,3940,381,789,1435,1137,298,3646,83,1096,180,377,562,285,9,0,55822,56121,4228,2758,186,5367,2677,5294,482,36,081,030600
4284,74444,1584,690,0,61,0,142,4284,743,0,1821,1496,1584,944,640,3185,30,994,60,186,835,136,92,0,53160,35900,3748,2239,233,4284,2191,4284,160,36,081,030903
2616,55489,1069,652,104,0,32,351,2616,387,8,873,1253,1069,688,381,2123,233,586,83,166,224,120,51,7,41106,35789,2334,1350,76,2616,1400,2616,306,36,081,030904
3670,72857,1156,781,21,17,67,279,3670,465,154,1306,1727,1156,833,323,2346,57,735,65,389,288,85,50,20,50222,32240,2819,1819,232,3670,1796,3640,565,36,081,030905
3650,81875,1277,849,31,161,126,221,3650,483,6,1704,1428,1277,901,376,2933,57,1135,21,235,442,174,46,0,41884,35938,3240,2214,135,3650,1726,3636,397,36,081,030906
5816,73846,2340,1051,58,73,25,260,5816,4172,190,254,1200,2340,1159,1181,4317,230,700,160,476,1278,439,37,30,64139,57857,4804,2809,205,5816,2812,5711,1047,36,081,031700
5514,97022,1350,581,32,66,0,190,5514,304,3869,131,785,1350,992,358,3924,135,977,330,185,482,307,32,17,45114,36090,4454,2748,466,5409,2462,5104,1242,36,081,032000
3813,91830,1013,641,70,0,133,132,3813,318,9,923,2456,1013,834,179,2518,91,958,125,111,481,125,21,0,52698,26599,2861,1984,355,3813,1936,3813,190,36,081,032700
3121,100260,879,277,9,40,5,62,3121,2,2542,5,363,879,765,114,1917,81,444,191,218,375,79,8,0,41705,43021,2280,1445,145,3121,1539,3029,252,36,081,032800
3823,71680,1107,488,0,32,115,133,3823,187,827,1100,1606,1107,927,180,2673,23,943,194,329,290,185,13,16,42083,25091,3079,1834,143,3823,1913,3672,444,36,081,032900
6722,103550,2042,601,49,49,93,65,6722,51,5345,196,734,2042,1653,389,4421,97,1435,160,431,548,395,77,26,50434,61200,5401,3397,263,6722,2744,6705,570,36,081,033000
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,081,033100
4000,85547,1452,664,119,67,82,222,4000,21,3339,0,532,1452,1048,404,2824,71,784,216,281,405,181,0,0,36520,51847,3186,1977,285,4000,1577,4000,666,36,081,033401
4329,52973,2283,1998,81,128,285,520,4329,58,3954,88,148,2283,1052,1231,3508,232,803,133,268,566,181,9,128,54303,33333,3740,2192,291,4329,1640,4328,881,36,081,033403
6406,55366,2743,2495,113,56,97,755,6406,21,5604,111,83,2743,1988,755,4579,242,695,115,335,1191,227,37,0,41804,34904,5505,3276,288,6374,2510,6406,729,36,081,033404
3301,79895,1576,798,34,0,13,171,3301,116,2667,0,336,1576,911,665,2466,11,617,100,209,912,144,61,0,90109,38864,2619,1656,56,3301,1376,3158,168,36,081,033405
2784,106250,884,328,106,0,58,61,2784,299,0,665,1790,884,631,253,2177,102,703,55,230,312,162,0,10,45053,29348,2330,1582,80,2784,1269,2775,306,36,081,033700
2925,64404,1205,327,0,32,0,173,2925,734,76,441,1416,1205,862,343,2059,88,505,225,81,301,270,42,17,56250,36362,2427,1178,80,2925,1500,2925,836,36,081,033900
3636,75583,953,534,51,48,91,162,3636,269,256,607,2482,953,748,205,2399,101,601,21,134,378,96,9,37,44763,30852,2854,1811,123,3636,2175,3498,708,36,081,034700
3649,89408,1354,433,0,101,29,127,3649,288,233,608,2435,1354,1020,334,2703,144,677,141,207,647,318,60,25,45705,33712,2989,2010,192,3649,1964,3649,438,36,081,035100
2776,117031,818,209,5,0,75,2,2776,23,2008,21,236,818,625,193,2012,134,353,189,203,241,94,9,24,45633,54605,2377,1372,100,2770,1210,2770,188,36,081,035200
1942,100673,691,376,35,60,22,79,1942,11,255,96,1410,691,386,305,1487,26,550,8,105,161,173,0,6,36846,44167,1683,1030,46,1942,1103,1942,100,36,081,035300
4475,91494,1058,501,39,17,38,37,4475,408,1264,721,1980,1058,878,180,3509,155,797,71,357,602,248,0,46,46654,38971,4048,2135,197,4078,1867,4037,584,36,081,035700
4210,95476,1306,566,85,36,37,122,4210,113,3704,52,240,1306,967,339,3071,59,875,182,246,583,321,37,40,47683,50282,3599,2289,131,4175,1777,4201,288,36,081,035800
2307,95096,674,291,39,17,0,127,2307,7,591,227,1307,674,488,186,1729,66,593,29,76,311,33,0,8,37016,24931,2045,1147,16,2307,1206,2270,219,36,081,036100
2173,75469,628,401,19,33,37,137,2173,42,401,176,1476,628,421,207,1569,92,536,71,116,93,33,0,0,40245,31606,1799,1326,111,2173,1201,2157,261,36,081,036300
2944,72125,845,492,62,19,45,71,2944,21,379,291,2223,845,671,174,1953,180,561,19,122,181,15,0,0,35846,36354,2266,1504,48,2934,1658,2944,567,36,081,036500
3089,91215,1041,358,26,7,41,127,3089,8,2443,192,318,1041,740,301,2385,61,624,80,224,231,247,41,37,53831,41765,2615,1621,8,3089,1310,3089,256,36,081,036600
2492,69821,708,362,44,15,67,120,2492,91,620,367,1403,708,627,81,1820,70,603,88,133,326,47,0,11,42663,36429,2024,1163,61,2484,1222,2471,373,36,081,036700
2842,138750,724,187,0,24,22,64,2842,25,2374,0,98,724,564,160,2028,77,435,115,233,177,234,48,5,52125,44583,2306,1575,96,2842,1383,2815,235,36,081,036800
1506,74702,560,177,0,17,0,69,1506,53,567,164,710,560,265,295,1096,29,334,59,60,134,221,16,0,45156,60750,1307,773,13,1506,755,1506,181,36,081,037100
2484,73352,567,330,21,23,13,128,2484,50,197,315,1869,567,428,139,1514,92,446,45,101,165,64,0,0,42035,32143,1741,1101,67,2484,1330,2388,331,36,081,037300
1609,78942,341,325,15,17,76,59,1609,11,0,105,1493,341,280,61,993,0,339,0,84,75,0,0,0,36193,18750,1166,733,11,1609,939,1557,370,36,081,037501
2683,72100,686,563,132,50,63,116,2683,17,425,139,2102,686,503,183,1670,28,441,23,67,179,78,4,0,37064,30652,1990,1292,31,2683,1167,2683,194,36,081,037502
6982,96188,1947,555,0,121,30,156,6982,25,6180,91,301,1947,1556,391,4292,117,997,84,596,792,375,20,0,58674,52089,5104,3351,103,6982,2605,6982,505,36,081,037600
4061,90714,822,674,161,16,71,132,4061,48,221,148,3642,822,635,187,2282,57,751,46,67,147,34,0,0,41685,23315,2872,1965,54,4061,2312,4019,512,36,081,037700
6112,81216,1455,1171,133,143,77,336,6112,51,260,330,5471,1455,1332,123,4055,142,1674,88,165,288,72,61,44,34296,27151,4670,3264,70,6112,3257,6112,1179,36,081,037900
7308,81484,1797,980,69,130,211,242,7308,106,1143,822,5142,1797,1488,309,4665,176,1802,140,107,604,100,74,0,33460,30337,6059,4225,61,7308,4125,7237,1314,36,081,038100
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,081,038301
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,081,038302
2700,101500,842,155,48,0,20,11,2700,8,2442,0,87,842,673,169,2042,17,511,141,188,304,134,16,24,46875,45625,2292,1407,47,2700,1155,2648,258,36,081,038400
3201,98646,925,412,38,10,47,89,3201,20,2462,13,314,925,763,162,2323,35,697,251,96,253,266,12,3,45474,50000,2661,1328,70,3201,1340,3169,646,36,081,039400
1545,93563,479,113,10,0,34,0,1545,10,1330,14,180,479,344,135,1084,15,229,37,113,243,140,4,0,48125,43947,1272,952,30,1545,710,1516,119,36,081,039800
2305,103981,516,411,33,40,2,113,2305,51,14,255,1925,516,435,81,1523,59,556,31,62,182,134,14,0,43325,28871,1714,1016,55,2305,1086,2261,94,36,081,039901
1970,55481,438,392,22,58,17,209,1970,201,123,271,1344,438,310,128,1278,15,319,93,188,57,17,17,0,31127,20846,1520,925,51,1960,1039,1920,578,36,081,039902
1495,110577,466,85,0,0,0,38,1495,16,1093,25,152,466,378,88,1127,11,307,45,47,204,64,15,8,52750,63185,1287,849,40,1495,715,1495,70,36,081,040000
2696,61203,737,481,0,41,71,176,2696,12,8,373,2282,737,617,120,2025,80,641,26,85,174,79,0,8,36706,28250,2339,1259,43,2696,1504,2696,295,36,081,040101
4638,74181,1180,1094,104,71,139,195,4638,0,69,499,4070,1180,816,364,3129,232,1011,55,178,270,33,14,0,38736,23877,3654,2743,282,4638,2488,4638,1115,36,081,040102
1712,146250,508,64,5,15,15,15,1712,29,1012,43,156,508,433,75,1293,15,186,34,216,178,129,29,0,67202,55000,1441,898,16,1712,703,1712,72,36,081,040200
2853,36921,896,788,51,52,119,403,2853,0,0,856,1997,896,720,176,1783,0,385,53,155,110,64,21,28,32610,26165,2117,1538,82,2853,1642,2845,395,36,081,040301
3941,79231,1040,740,99,112,0,145,3941,108,0,434,3399,1040,846,194,2521,56,652,108,241,133,24,0,0,36343,27263,3112,2247,138,3941,2428,3941,934,36,081,040302
3998,91556,1393,433,47,153,36,99,3998,101,2944,365,415,1393,946,447,3182,66,1115,68,424,456,254,36,11,57769,52621,3555,2359,63,3998,1958,3998,332,36,081,040400
997,100818,264,239,0,21,0,18,997,19,20,60,898,264,200,64,751,43,260,20,9,60,40,0,0,36649,32608,852,732,11,997,439,996,0,36,081,040501
1912,81144,516,455,51,32,11,67,1912,84,0,126,1694,516,342,174,1324,65,656,36,150,34,22,0,0,48075,34741,1536,1263,117,1912,1037,1912,184,36,081,040502
3264,56375,817,746,65,0,60,281,3264,0,0,181,3063,817,570,247,1781,175,354,38,0,186,167,0,0,34115,25300,2112,1457,172,3264,1388,3097,1109,36,081,040701
3888,100525,983,701,75,38,21,124,3888,0,95,395,3381,983,763,220,2727,107,733,43,271,101,102,0,0,35661,30357,3076,2448,95,3888,2183,3863,556,36,081,040702
2082,117742,428,264,0,7,34,47,2082,23,0,269,1729,428,413,15,1322,44,350,75,21,46,21,0,0,36140,29063,1539,998,32,2082,1065,2060,168,36,081,040901
3176,79800,816,640,50,0,95,168,3176,72,51,9,3003,816,523,293,2020,31,649,40,73,174,37,0,0,39875,27873,2483,1739,69,3176,1723,3131,236,36,081,040902
4010,70490,1141,600,46,22,86,132,4010,181,0,499,3330,1141,826,315,2806,173,689,54,212,217,52,0,0,35341,21612,3278,2046,61,4010,2148,4010,828,36,081,041100
4504,62361,1045,809,0,63,132,304,4504,45,51,643,3765,1045,829,216,3050,210,930,111,166,246,5,6,0,33816,31393,3644,2364,169,4504,1945,4491,1377,36,081,041300
4515,91500,1404,558,20,21,35,92,4515,96,2593,372,180,1404,1203,201,3013,22,381,43,189,510,340,36,7,52648,54107,3643,2370,379,4515,2077,4515,792,36,081,041400
3941,65833,1310,968,39,0,63,355,3941,227,6,153,3540,1310,1031,279,2806,90,487,88,79,234,84,18,0,33831,37908,3119,1919,142,3941,2154,3829,845,36,081,041500
2696,79384,872,198,5,0,0,74,2696,35,2259,0,96,872,672,200,1949,30,499,245,199,257,200,42,30,46042,46037,2277,1359,69,2696,1069,2643,130,36,081,042400
474,-666666666,0,0,0,0,0,0,474,151,192,29,92,0,0,0,474,0,198,20,19,24,0,0,0,20750,-666666666,474,30,10,172,151,172,146,36,081,042600
4226,59773,1456,1108,31,75,76,296,4226,149,213,350,3514,1456,1184,272,2801,306,896,66,80,397,38,15,0,41322,23411,3404,2444,74,4226,2079,4139,797,36,081,042700
1290,87083,387,71,7,0,19,25,1290,2,1092,42,20,387,296,91,849,12,251,49,88,159,35,25,0,53250,48021,1050,562,39,1285,627,1285,120,36,081,043200
1861,101691,546,45,0,0,25,0,1861,104,1202,177,257,546,414,132,1204,31,133,47,155,215,44,0,10,50379,45208,1418,886,63,1861,750,1861,146,36,081,043400
3398,63333,816,621,21,19,41,260,3398,282,320,185,2549,816,576,240,2385,12,706,41,82,327,93,0,0,34307,33053,2742,1274,130,2960,1616,2940,578,36,081,043701
6925,66250,2150,952,49,102,157,263,6925,923,405,1513,4035,2150,1617,533,5075,41,1474,218,263,1077,265,50,0,34733,28735,5460,3340,180,6925,3162,6680,735,36,081,043702
3450,62333,988,736,19,69,13,333,3450,90,152,258,2950,988,722,266,1996,13,662,0,126,46,112,0,0,46095,27408,2363,1433,185,3450,1814,3403,822,36,081,043900
3734,61970,1056,626,58,100,62,208,3734,35,1863,480,1082,1056,853,203,2195,29,412,441,249,177,102,0,15,50110,36586,2673,1628,110,3732,1742,3732,293,36,081,044000
3543,26859,1418,1318,142,110,128,378,3543,81,339,396,2727,1418,773,645,2638,39,576,61,168,260,23,40,0,26396,24881,2970,1217,181,3540,1533,3498,848,36,081,044301
4803,63247,1458,1034,81,97,93,365,4803,130,582,1534,2058,1458,1066,392,3499,101,1235,75,199,416,70,53,5,32472,24632,4115,2551,149,4803,2367,4786,837,36,081,044302
3925,44805,1281,970,95,110,49,330,3925,109,1199,1169,661,1281,852,429,2724,82,641,284,151,474,117,8,15,46510,32143,3207,1958,350,3925,1979,3894,792,36,081,044400
3775,55278,1158,1012,136,66,21,339,3775,28,952,908,1528,1158,798,360,2618,90,282,223,232,290,268,43,0,34635,42313,3015,1677,99,3772,1741,3728,943,36,081,044601
5354,44338,1597,1361,46,146,167,576,5354,435,980,2187,1618,1597,1249,348,3498,119,811,127,218,657,178,47,22,36875,18780,4302,2501,396,5354,2691,5262,1640,36,081,044602
2726,71765,914,598,4,13,93,237,2726,232,222,1313,796,914,528,386,1999,43,454,55,273,324,148,26,6,36033,51250,2278,1342,52,2726,1368,2726,345,36,081,044800
2137,134081,797,438,5,1,0,17,2137,472,93,1280,141,797,677,120,1241,57,248,71,141,289,100,18,0,57470,29141,1734,997,89,2137,827,2137,97,36,081,045000
993,59896,185,75,0,0,7,27,993,119,111,578,157,185,136,49,811,0,172,58,33,164,92,4,12,24455,34500,857,321,14,669,399,669,133,36,081,045200
4776,70000,1686,1008,27,18,30,348,4776,39,558,3235,370,1686,1390,296,3548,120,571,201,229,1002,403,9,60,38804,39569,3913,2354,156,4776,2308,4761,808,36,081,045400
12756,76386,4434,4434,111,459,319,1205,12756,1592,4407,1738,4694,4434,2956,1478,9221,184,2819,596,864,1572,348,201,0,47847,30798,10262,6582,635,12756,6764,12509,2430,36,081,045500
1195,74792,397,75,5,0,0,15,1195,47,7,823,151,397,356,41,854,2,151,26,133,265,101,19,16,29957,31250,893,640,105,1195,621,1195,75,36,081,045600
3499,73684,1192,713,238,63,24,137,3499,191,14,1833,1365,1192,955,237,2334,64,358,22,205,464,242,34,90,41531,29792,2828,1945,45,3499,1802,3468,314,36,081,045700
2436,80972,701,377,63,43,23,121,2436,153,372,1429,196,701,570,131,1599,29,118,166,93,446,139,119,37,48966,40194,1834,1244,80,2436,1257,2436,132,36,081,045800
3832,84846,1051,713,14,79,181,163,3832,20,67,1801,1867,1051,762,289,2670,143,672,57,74,675,137,10,0,43370,34018,2950,2098,47,3832,2027,3798,290,36,081,045900
5703,67375,1866,1510,68,158,201,470,5703,257,1045,2033,1691,1866,1245,621,3483,191,652,242,335,584,247,53,0,34913,31337,4493,2835,267,5703,2764,5589,736,36,081,046000
2512,84844,663,528,65,51,55,96,2512,45,2,832,1514,663,518,145,1695,102,603,44,110,247,29,13,0,40833,26223,1992,1440,68,2512,1402,2476,257,36,081,046100
6178,56679,2041,1551,271,86,189,531,6178,265,1102,3498,991,2041,1447,594,4543,105,583,310,491,1053,181,1,23,30818,23682,5071,2572,212,5953,3065,5953,890,36,081,046200
4116,73555,1084,855,195,61,194,195,4116,50,147,1228,2548,1084,899,185,2492,47,863,55,170,238,53,18,36,41165,25394,3069,2084,70,4116,2076,4091,466,36,081,046300
2123,113043,586,263,1,17,29,20,2123,520,377,512,561,586,476,110,1192,45,144,64,132,239,178,50,78,40714,31496,1765,1063,106,2121,1043,1808,149,36,081,046400
4574,88365,1037,754,58,73,49,202,4574,14,8,272,4238,1037,774,263,2945,178,710,90,73,281,47,3,0,36444,23709,3550,2814,38,4574,2644,4519,466,36,081,046500
4627,75493,1475,1058,39,92,59,413,4627,237,1203,2076,791,1475,976,499,3197,59,605,229,202,751,341,36,32,49661,27989,3558,2359,294,4627,2309,4627,846,36,081,046600
7445,78932,2095,1975,165,65,368,534,7445,324,99,1513,5447,2095,1420,675,4956,152,1939,205,268,645,74,75,41,41121,31128,5591,4127,71,7445,4020,7256,624,36,081,046700
3735,81833,1024,451,0,0,49,149,3735,37,751,2117,255,1024,850,174,2528,55,410,197,224,423,284,15,0,45000,29690,2892,1910,90,3728,1729,3735,540,36,081,046800
4566,68601,1345,1043,81,96,142,346,4566,160,23,2172,1838,1345,901,444,3249,211,732,41,218,504,215,126,14,46221,23676,4054,2364,108,4566,2195,4566,718,36,081,046901
